age,gender,education,smoking,alcohol,internet_usage,music,slow_songs,dance,folk,country,classical,musical,pop,rock,metal_hardrock,punk,hiphop_rap,reggae_ska,swing_jazz,rock_n_roll,alternative,latino,techno_trance,opera,Cluster
20.0,male,secondary school,never smoked,social drinker,few hours a day,4.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,32
24.0,female,masters degree,never smoked,social drinker,few hours a day,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,40
30.0,female,masters degree,tried smoking,social drinker,less than an hour a day,5.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0,64
21.0,male,secondary school,former smoker,never,few hours a day,5.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,19
27.0,male,masters degree,never smoked,social drinker,few hours a day,5.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,95
21.0,male,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,1.0,5.0,1.0,86
16.0,female,primary school,never smoked,social drinker,few hours a day,5.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,5.0,13
21.0,female,college/bachelor degree,current smoker,never,most of the day,5.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,79
20.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,17
22.0,female,secondary school,former smoker,social drinker,less than an hour a day,5.0,4.0,2.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,5.0,85
19.0,male,secondary school,tried smoking,social drinker,most of the day,5.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,27
20.0,female,secondary school,tried smoking,drink a lot,few hours a day,5.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,37
25.0,male,masters degree,tried smoking,social drinker,most of the day,5.0,3.0,5.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,84
23.0,male,secondary school,former smoker,social drinker,less than an hour a day,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,93
20.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,1.0,5.0,3.0,72
20.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,80
21.0,female,secondary school,tried smoking,social drinker,less than an hour a day,5.0,3.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,39
19.0,female,secondary school,current smoker,drink a lot,less than an hour a day,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,5
21.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,1.0,5.0,51
16.0,female,currently a primary school pupil,never smoked,never,few hours a day,5.0,4.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,63
20.0,male,secondary school,current smoker,social drinker,few hours a day,5.0,5.0,4.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,7
18.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,53
21.0,female,secondary school,current smoker,never,less than an hour a day,5.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,19
21.0,male,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,84
18.0,male,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,80
19.0,female,secondary school,current smoker,drink a lot,few hours a day,5.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,90
20.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,2.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,27
18.0,male,secondary school,current smoker,drink a lot,most of the day,5.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,4
18.0,female,primary school,tried smoking,social drinker,less than an hour a day,5.0,1.0,4.0,4.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,35
23.0,female,secondary school,former smoker,never,less than an hour a day,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,57
20.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,62
18.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,80
28.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,5.0,5.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,23
24.0,female,masters degree,tried smoking,never,few hours a day,5.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,74
19.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,0
21.0,female,secondary school,former smoker,social drinker,less than an hour a day,5.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0,44
22.0,female,masters degree,current smoker,social drinker,less than an hour a day,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,37
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,4.0,13
18.0,female,primary school,tried smoking,social drinker,few hours a day,5.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,33
21.0,female,secondary school,tried smoking,drink a lot,most of the day,5.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,47
19.0,female,masters degree,tried smoking,never,less than an hour a day,5.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,17
19.0,male,secondary school,tried smoking,never,few hours a day,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,2
20.0,male,secondary school,current smoker,drink a lot,few hours a day,5.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,12
19.0,female,secondary school,tried smoking,drink a lot,few hours a day,5.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,1
18.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,4.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,0
18.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,37
19.0,male,secondary school,tried smoking,drink a lot,few hours a day,4.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,15
18.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,14
18.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,30
19.0,male,secondary school,current smoker,social drinker,few hours a day,5.0,5.0,5.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,6
19.0,female,secondary school,former smoker,drink a lot,few hours a day,5.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,5
19.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,35
18.0,female,secondary school,former smoker,drink a lot,few hours a day,5.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,63
18.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0,99
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,18
19.0,male,secondary school,current smoker,drink a lot,few hours a day,4.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,49
26.0,female,masters degree,never smoked,social drinker,less than an hour a day,3.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,83
19.0,female,secondary school,current smoker,drink a lot,few hours a day,5.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,90
19.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0,82
22.0,male,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,4.0,4.0,3.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3
20.0,male,college/bachelor degree,tried smoking,social drinker,less than an hour a day,5.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,90
28.0,female,masters degree,former smoker,social drinker,less than an hour a day,5.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,61
19.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,4.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0,82
21.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,44
19.0,female,secondary school,never smoked,social drinker,less than an hour a day,5.0,3.0,4.0,2.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,75
22.0,male,secondary school,tried smoking,drink a lot,few hours a day,5.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,81
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,6
18.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,57
19.0,female,secondary school,tried smoking,social drinker,less than an hour a day,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,4
22.0,male,secondary school,tried smoking,drink a lot,few hours a day,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,81
29.0,male,masters degree,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,60
19.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,4.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,15
18.0,female,secondary school,never smoked,social drinker,less than an hour a day,5.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,18
22.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,17
17.0,female,secondary school,never smoked,never,less than an hour a day,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,5
19.0,male,college/bachelor degree,former smoker,drink a lot,few hours a day,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,90
20.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,76
18.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,63
22.0,male,secondary school,tried smoking,drink a lot,most of the day,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,1.0,61
19.0,female,secondary school,never smoked,social drinker,few hours a day,4.0,3.0,4.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,79
20.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,1.0,99
25.0,male,masters degree,never smoked,social drinker,few hours a day,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,29
29.0,male,masters degree,current smoker,drink a lot,less than an hour a day,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,95
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,5.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,27
18.0,female,secondary school,current smoker,drink a lot,few hours a day,5.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,2.0,10
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,85
18.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,37
30.0,male,masters degree,former smoker,never,most of the day,5.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,28
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,85
21.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,57
22.0,male,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,84
22.0,male,secondary school,tried smoking,drink a lot,few hours a day,3.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,58
20.0,female,college/bachelor degree,former smoker,social drinker,few hours a day,5.0,4.0,3.0,2.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,1.0,1.0,38
20.0,female,secondary school,tried smoking,drink a lot,few hours a day,5.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,15
19.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,26
28.0,female,masters degree,tried smoking,social drinker,few hours a day,3.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,77
19.0,female,secondary school,current smoker,drink a lot,most of the day,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,36
22.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,50
20.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,5.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,7
16.0,female,primary school,never smoked,never,less than an hour a day,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,76
19.0,female,secondary school,former smoker,social drinker,less than an hour a day,5.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,18
20.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,5.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0,74
21.0,male,college/bachelor degree,current smoker,drink a lot,most of the day,5.0,3.0,4.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,90
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,2.0,26
20.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,1.0,37
25.0,female,college/bachelor degree,never smoked,social drinker,less than an hour a day,3.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,83
20.0,female,secondary school,former smoker,social drinker,less than an hour a day,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,4.0,1.0,5.0,85
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,26
22.0,male,secondary school,tried smoking,drink a lot,most of the day,5.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,4
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,13
21.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0,39
22.0,male,masters degree,tried smoking,drink a lot,most of the day,5.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,3.0,22
28.0,female,masters degree,never smoked,social drinker,few hours a day,5.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,33
21.0,female,college/bachelor degree,former smoker,social drinker,few hours a day,5.0,3.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,27
20.0,male,secondary school,current smoker,drink a lot,few hours a day,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,7
19.0,male,secondary school,former smoker,drink a lot,few hours a day,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,49
21.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,17
20.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,1.0,3.0,5.0,4.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,46
16.0,female,secondary school,tried smoking,never,few hours a day,4.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,23
22.0,male,college/bachelor degree,never smoked,social drinker,less than an hour a day,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,65
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,68
22.0,female,college/bachelor degree,tried smoking,never,few hours a day,5.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,59
20.0,male,secondary school,never smoked,drink a lot,most of the day,5.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,25
22.0,male,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,3.0,1.0,5.0,5.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,46
19.0,male,secondary school,former smoker,drink a lot,most of the day,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,22
22.0,male,secondary school,tried smoking,never,few hours a day,5.0,5.0,5.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,6
17.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,33
18.0,female,secondary school,former smoker,social drinker,less than an hour a day,5.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,0
19.0,male,primary school,tried smoking,drink a lot,few hours a day,5.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,42
